name,111_5e5,111_1e7,231_5e5,231_1e7,296_5e5,296_1e7
16173N2,8.235334802,66.33925717,1.540976677,24.27580593,1.051823841,17.51508845
16174N2,7.720652834,63.88531858,1.497129015,23.59327726,1.009286672,17.05787242
16190N2,13.36862933,34.54116548,1.066515282,12.81279438,0.536715824,7.852556319
16191N2,14.00093761,38.70204821,1.13127371,13.48610651,0.570503556,8.614636171
16200N2,9.692290141,28.46487546,0.724776188,9.787821061,0.375040075,6.115550524
16201N2,8.370104952,27.90222267,0.692942227,9.256353388,0.384399509,6.009635329
16210N2,7.054133,34.45676552,0.810601734,11.80896349,0.506493239,8.051428971
16211N2,6.558342178,31.89434631,0.772016728,11.10442091,0.471175998,7.64065035
16230N2,7.58910518,28.75407348,0.715701676,9.754582035,0.412966323,6.374540739
16250N3,16.44760757,178.9009563,4.173009065,68.43052108,3.004980748,50.90531267
16251N3,14.31347029,112.4720706,2.446406961,37.69754723,1.632124829,26.42576412
16260N2,1.791265409,10.01470939,0.230032552,3.149847438,0.13444216,2.134043288
16271N2,8.211006235,51.17352227,1.220088325,18.37371165,0.785359586,13.03295129
16272N2,7.700754504,61.07482984,1.440457453,22.6650325,0.969678661,16.31035586
16273N2,7.707056506,48.14517845,1.148920334,17.01157066,0.715479307,11.82451063
16290N3,9.097987831,14.81028972,0.733033448,6.244771723,0.311180432,3.830659583
16310N2,8.053679438,23.34076604,0.621520699,7.601185935,0.31019766,4.722551653
16311N2,8.812870884,23.88621036,0.71247064,8.532640899,0.364457017,5.360503165
16312N2,7.936314273,45.9651554,1.063689802,15.8726425,0.679070129,10.92857887
16330N2,7.578459466,53.02121268,1.206710286,18.57968925,0.805213623,12.9340915
16331N2,6.528462992,57.23837258,1.292437244,20.63193096,0.886718097,14.83872213
16332N3,12.38514882,106.6753884,2.389597039,37.57966176,1.591161407,26.73181287
16340N2,6.91030583,31.02687157,0.756027329,10.33051567,0.437283048,6.982308432
16350N2,8.013180443,51.31228411,1.24040251,18.48544915,0.801052157,13.02330291
16351N2,8.347158196,38.75025336,1.028064559,14.39806714,0.617054751,9.995978755
16360N2,6.952106481,46.38191242,1.055424566,15.98656936,0.669231526,11.0929594
16361N2,7.674325236,63.52427517,1.464335224,23.05353619,0.991645099,16.58365602
16370N2,7.645365286,13.81204877,0.721478891,6.105714347,0.311161003,3.873207844
16380N2,7.180829006,72.11112001,1.696083733,27.12857405,1.179582508,20.04447409
16390N2,7.809421316,38.53632858,0.965877557,13.4051203,0.555208053,9.074450539
16400N2,12.54538207,59.82729937,1.520660755,21.03333491,0.919086945,14.38160241
16420N2,6.202178576,29.6262943,0.66593837,9.638349429,0.398442542,6.453197001
16430N2,4.768896911,19.88968214,0.446154444,6.111764324,0.248017956,3.964360322
16440N2,7.291640452,49.66188968,1.204348035,17.73401775,0.749428994,12.62206429
16450N2,9.805028074,54.8521303,1.316803154,18.99424999,0.808126844,13.18179284
16460N2,6.422216828,53.44648182,1.23427191,19.24241761,0.835644519,13.86834723
16480N2,6.358849027,41.81196579,0.974730522,14.38478654,0.606035687,9.875797048
16481N2,6.881860455,40.34497384,0.954194204,14.15933016,0.604430266,9.68977883
16490N2,4.605331968,26.88749884,0.580789749,8.244972433,0.341164181,5.537467553
16500N2,9.718361571,24.90697221,0.638024426,8.440538319,0.354069372,5.274611525
16510N2,5.816988091,26.88047263,0.651631238,8.82861104,0.36800405,5.890795141
17000N2,6.334270146,35.98668238,0.872857886,12.69987109,0.533513552,8.786363745
17020N2,7.82329963,43.2491451,1.020532544,15.13335256,0.639570457,10.41043082
17030N2,7.795078278,56.57026087,1.313578538,20.42376378,0.90531883,14.58165485
17040N2,6.920507778,33.5692841,0.789235546,11.41682222,0.491999563,7.592870734
17050N2,7.152655744,47.46379736,1.108225919,16.76833909,0.727956392,11.90934838
17060N2,7.111098294,30.77068701,0.766130162,10.31410693,0.435066779,6.886504511
17061N2,7.325879265,23.42217304,0.635413447,7.818824899,0.337963629,5.006959177
17070N2,6.698334071,52.39539625,1.196787753,18.6332072,0.795837949,13.39436636
17091N3,4.710854355,7.928358961,0.304277286,3.109621625,0.118473565,1.731998938
17100N2,6.200581963,45.75885656,1.071315879,16.34513222,0.703318072,11.6060532
17110N2,8.336422182,66.32777087,1.485373057,23.265816,0.99433734,16.77160606
17130N2,5.836739564,40.89278113,0.962722502,14.84049958,0.649412033,10.57432566
17131N2,5.488623946,32.98786158,0.764265524,11.36327169,0.500980225,7.962231069
17140N2,7.060574724,45.91269708,1.070865301,16.07772412,0.684926043,11.22958523
17150N2,6.248804098,48.9329295,1.153758393,17.48933167,0.766704689,12.65421028
17151N2,6.292774657,42.56447429,1.000965872,15.10417518,0.64167743,10.60876853
17152N2,5.805100967,46.11250947,1.060614815,16.53673676,0.7084823,11.76446624
17153N2,6.697255314,44.91760355,1.067163804,15.61784658,0.680043983,11.14956398
17154N2,5.018208703,39.99508739,0.898600355,14.14171429,0.609940422,10.21686984
17155N2,7.121368676,42.79702896,1.002085641,14.96313407,0.656804681,10.61942266
17156N2,8.898811319,20.99197149,0.568701726,6.995933775,0.287453667,4.32978637
17160N3,14.80066069,158.0176508,3.724772437,60.24336232,2.587852488,44.61728989
17161N3,14.3200838,96.01608682,2.147862652,32.74430778,1.369011715,22.88309016
17162N3,15.76971863,170.0917778,3.944433397,64.44923647,2.825442946,47.81673718
17163N3,14.94205227,100.9591559,2.270639402,34.50019368,1.50092264,24.32156644
17170N2,7.817026159,32.65791522,0.829174555,11.20889482,0.468837591,7.354812215
17180N2,6.98045559,39.66083187,0.907790919,13.50612598,0.585691934,9.310891466
17181N2,8.369318205,42.62508867,1.026908757,14.8583613,0.613551136,10.29470257
17190N2,7.427930609,48.51528659,1.10341009,16.40489508,0.707861826,11.30187721
17191N2,7.83432497,44.5668922,0.993310258,14.9683558,0.63453229,10.09984034
17210N2,7.107789225,41.93549767,0.966061733,14.21283419,0.593784761,9.835342032
17220N2,8.428478665,40.29571513,1.02697176,14.26172544,0.602267068,9.794896342
17230N2,5.96605236,27.84858234,0.652548489,9.132545991,0.385486412,6.091147273
17240N3,7.360186089,53.40449657,1.251777805,19.12232711,0.84741543,13.79802223
17250N2,6.816838406,48.0281077,1.075806478,16.64325651,0.728246337,11.80014031
18011N3,8.337009429,14.09815736,0.623344151,5.500975186,0.2039483,3.007245302
18023N3,10.49087828,43.33038685,1.073696892,14.61446764,0.612489372,9.649900447
18030N2,14.76139473,36.44254943,1.116270973,12.88785378,0.563598521,8.112315777
18031N2,12.30896327,45.58490211,1.190258438,15.72085966,0.685424064,10.4851338
18032N2,10.55035442,37.57122548,1.023449824,12.83306695,0.571497624,8.428354256
18033N2,12.75930191,47.04859139,1.241611133,16.45625334,0.700242321,10.66841564
18040N3,12.55867675,30.65686188,0.961772623,11.19344428,0.514677464,7.222090066
18041N3,4.78197091,7.73778755,0.299350338,3.101326098,0.127157105,1.744202245
18060N2,8.328651617,34.27725777,0.758486483,11.34578927,0.46413025,7.49041231
18061N2,5.241711537,29.46945613,0.645603396,9.544422616,0.396064944,6.442898019
18070N2,6.199784779,26.53271155,0.714729928,9.330349876,0.411615606,6.394481005
18080N2,9.903246248,57.74670474,1.309389397,20.11427848,0.827316272,13.90450026
18083N2,7.459119971,41.74569111,0.981535708,13.96305634,0.578704374,9.463386584
18090N2,6.846388302,54.26998028,1.251912641,19.63387382,0.840526112,14.38438626
18100N2,8.260977573,63.88822163,1.493403406,23.39469547,0.991326898,16.80580788
18101N2,7.181381531,53.79850059,1.19136937,18.93739209,0.803874191,13.48630278
18110N2,7.447911911,47.54998097,1.097486886,16.42861271,0.704611881,11.37854466
18111N2,7.702989608,41.26043729,1.001926522,14.30359753,0.607339306,9.57945106
18112N2,7.676886126,41.54658299,0.974803361,14.34579483,0.597071482,9.671130111
18121N3,7.034189047,15.52437651,0.530395257,5.482375843,0.238378822,3.334494583
18122N3,6.915935099,17.7236388,0.516482942,6.456283442,0.280077382,4.044702209
18130N3,13.57629818,35.13434275,1.081098799,13.07743118,0.578894584,8.342269235
18131N3,5.394313508,8.471208025,0.301965939,3.210437678,0.112400193,1.785562187
18133N3,12.29615836,48.98147212,1.243657035,16.5767824,0.704334713,10.82043427
18134N3,11.60143764,47.00234583,1.142727376,16.08986469,0.664419717,10.63188994
18140N2,10.39807781,63.58460453,1.476996763,21.82620667,0.943623216,15.14598273
18141N2,7.391333957,50.32813312,1.121506747,17.47648839,0.735533534,12.13524605
18142N3,15.16724279,182.532225,4.2605703,70.0800362,3.104362961,52.79208472
18143N3,17.80904389,224.5150881,5.314213136,89.40848099,3.861087071,67.17458154
18150N2,7.348383772,27.82499476,0.689537897,9.513876743,0.4108706,6.21574747
18151N2,6.829328814,32.42245847,0.802525915,11.19792658,0.478332405,7.657438125
18161N2,6.808177838,34.43542874,0.825479926,12.02507596,0.509354545,8.123313941
19000N3,14.10749125,134.982203,3.053026317,49.52254579,2.128662691,36.15608101
19003N3,13.08326827,114.3896696,2.510968076,38.92519833,1.648252456,27.33704528
19010N2,7.934978248,32.12240618,0.818482591,10.74193584,0.459758352,6.989341473
19020N3,13.05724018,96.91674531,2.133398817,32.94640937,1.362079083,23.17979512
19022N3,13.14351002,90.11075039,2.041262308,30.13475328,1.282200105,20.62486917
19030N2,4.617401417,19.15828078,0.468078103,6.336740396,0.273449394,4.223815242
19041N2,6.038885214,44.69873445,1.021869314,15.60512908,0.652975095,11.30447919
19050N2,8.01995224,65.64529583,1.516893478,23.94010477,1.036565524,17.70516772
19051N2,7.533471789,62.36008334,1.464462176,22.80186201,0.975328662,16.43916034
19060N2,6.196575451,38.17151134,0.892746368,13.07478025,0.547472824,9.034101506
19061N2,6.610459765,42.86166202,0.945006662,14.47201351,0.62263717,10.06727639
19070N2,7.297051095,54.66420148,1.246336307,19.44156881,0.836399622,13.930312
19080N2,9.267041458,43.47829638,1.039765347,15.17249265,0.627888972,10.34427936
19090N2,6.591023779,50.41857427,1.160561549,17.9648923,0.777506324,12.88670068
19101N2,7.361614349,34.06199845,0.838451938,11.69036075,0.506214536,7.965352095
19102N2,7.714883258,42.72615482,1.001339514,15.06301891,0.630576619,10.47851035
19110N2,7.020381443,57.51669961,1.347870686,20.58568015,0.896799865,14.90461796
19120N2,9.54474662,47.17374739,1.08809822,16.28723929,0.689704133,11.03297372
19122N2,7.743386529,36.4076861,0.88525588,12.69546326,0.537535253,8.66641485
19130N2,6.881800845,41.42014768,0.97412132,14.44151696,0.614650998,10.07266016
19140N2,6.210514095,30.7873895,0.660648079,9.535911189,0.405271511,6.40810714
19142N2,7.262393786,38.7622259,0.931573044,13.74022325,0.579969051,9.556450459
19144N2,7.108487683,23.38143934,0.621417961,8.143006769,0.337095331,5.269634899
19150N2,6.756854741,8.40034945,0.697292805,4.837784973,0.270164186,3.034651647
19170N2,5.922548467,36.31383781,0.825299356,12.71915818,0.534415612,8.704018798
19180N2,6.859064303,60.14454307,1.36036082,21.7527511,0.939969692,15.75027889
19181N2,6.773205892,51.99922986,1.133904472,18.2259582,0.782410984,12.9584924
19182N2,8.545912983,68.29396228,1.619470606,25.47773311,1.10449033,18.54615177
19190N2,11.41650841,33.82078956,0.966815159,11.70047176,0.494486514,7.37399249
19191N2,8.369384399,19.8425866,0.590830239,6.973903929,0.286058019,4.191047776
19200N2,11.95094834,46.4120639,1.088381902,15.23292242,0.608590453,9.798599602
19210N2,6.893569475,57.36909581,1.305850853,20.79950413,0.8992734,14.90107937
19212N2,6.688966974,55.33560345,1.281986145,19.95923792,0.837351914,14.30495437
19214N2,6.19704801,50.75264954,1.127497191,18.11178067,0.768082248,12.83431926
19220N2,7.587682582,68.32332989,1.597597404,25.47536448,1.096303505,18.66025376
19230N2,6.658804818,46.0305596,1.081123411,16.17773079,0.6917758,11.4606669
19240N3,9.985684388,19.05627158,0.754500153,7.397569202,0.337700994,4.54990973
19241N3,9.522713296,16.00442358,0.651942396,6.411407455,0.276336975,3.851911371
19242N3,9.1679298,16.95680863,0.664696968,6.671907082,0.315993875,4.174540252
19260N2,6.294091724,25.42151373,0.640203609,8.60254022,0.371076447,5.709278455
19270N2,7.742345372,38.2999458,0.917105397,12.93273167,0.55058175,8.503510478
19280N2,7.329729998,41.50496597,1.003554088,14.4960154,0.613458654,9.949818805
19281N2,8.015415736,45.11253325,1.083506125,16.00220457,0.672252165,11.14660943
19282N2,7.58072401,46.38770217,1.096964289,16.29861754,0.701644924,11.49103757
19283N2,7.878694887,44.56120296,1.070747948,15.55858061,0.652995311,10.72523396
19290N2,9.330152497,40.17632488,0.999380616,13.87735892,0.589415066,9.264329718
19291N2,10.85658097,32.88449744,0.94401759,11.82526209,0.508605975,7.625335078
19292N2,9.377061927,35.93899723,0.940631152,12.3373886,0.520416011,8.010417166
