,name,PLD,LCD,ASA,Density,VF,T,DC
4488,21260N2_1.0_0.5,18.56507,19.71351,1253.86,0.679245,0.695,111,1.2711635870967604
4489,21260N2_1.0_0.5,18.56507,19.71351,1253.86,0.679245,0.695,231,0.7278144121259515
4490,21260N2_1.0_0.5,18.56507,19.71351,1253.86,0.679245,0.695,296,0.5260236688080125
4491,21270N3_1.0_1.0,3.61806,4.47755,74.2281,1.58175,0.3436,111,0.034258468651158794
4492,21270N3_1.0_1.0,3.61806,4.47755,74.2281,1.58175,0.3436,231,0.07711621679535172
4493,21270N3_1.0_1.0,3.61806,4.47755,74.2281,1.58175,0.3436,296,0.06256297833415
4494,21270N3_1.0_0.5,3.57169,4.52312,86.5798,1.317,0.3918,111,0.05658431932072929
4495,21270N3_1.0_0.5,3.57169,4.52312,86.5798,1.317,0.3918,231,0.12451428035468505
4496,21270N3_1.0_0.5,3.57169,4.52312,86.5798,1.317,0.3918,296,0.09707012874678342
4497,21271N3_1.0_1.0,5.53124,7.46077,1353.55,1.13605,0.5126,111,0.18413553835536495
4498,21271N3_1.0_1.0,5.53124,7.46077,1353.55,1.13605,0.5126,231,0.22316482450769876
4499,21271N3_1.0_1.0,5.53124,7.46077,1353.55,1.13605,0.5126,296,0.17769791061811585
4500,21271N3_1.0_0.5,5.68115,8.02135,1569.97,0.930204,0.556,111,0.4506420860132461
4501,21271N3_1.0_0.5,5.68115,8.02135,1569.97,0.930204,0.556,231,0.35964779452835016
4502,21271N3_1.0_0.5,5.68115,8.02135,1569.97,0.930204,0.556,296,0.25308953909096066
4503,21280N3_1.0_1.0,33.51629,33.57262,876.521,0.41748,0.82,111,1.9245330507946106
4504,21280N3_1.0_1.0,33.51629,33.57262,876.521,0.41748,0.82,231,0.990364593445034
4505,21280N3_1.0_1.0,33.51629,33.57262,876.521,0.41748,0.82,296,0.7450198568617895
4506,21280N3_1.0_0.5,33.49543,33.56945,906.281,0.376151,0.8298,111,3.048623860448901
4507,21280N3_1.0_0.5,33.49543,33.56945,906.281,0.376151,0.8298,231,1.3929982868638622
4508,21280N3_1.0_0.5,33.49543,33.56945,906.281,0.376151,0.8298,296,1.0281607420215553
4509,21290N2_1.0_1.0,21.15248,22.24166,1134.22,0.652611,0.7372,111,0.7206569219718406
4510,21290N2_1.0_1.0,21.15248,22.24166,1134.22,0.652611,0.7372,231,0.5377655075702931
4511,21290N2_1.0_1.0,21.15248,22.24166,1134.22,0.652611,0.7372,296,0.4085591548002763
4512,21290N2_1.0_0.5,22.7961,23.42474,1151.6,0.542741,0.769,111,1.3265374294078534
4513,21290N2_1.0_0.5,22.7961,23.42474,1151.6,0.542741,0.769,231,0.7854802633793987
4514,21290N2_1.0_0.5,22.7961,23.42474,1151.6,0.542741,0.769,296,0.5657785418905873
4515,21291N3_1.0_1.0,20.02973,20.90882,1280.57,0.552529,0.7756,111,0.936530931475134
4516,21291N3_1.0_1.0,20.02973,20.90882,1280.57,0.552529,0.7756,231,0.6303717635023278
4517,21291N3_1.0_1.0,20.02973,20.90882,1280.57,0.552529,0.7756,296,0.4716563860560574
4518,21291N3_1.0_0.5,22.27972,22.95998,1273.38,0.464964,0.795,111,1.685280899436434
4519,21291N3_1.0_0.5,22.27972,22.95998,1273.38,0.464964,0.795,231,0.9350414190264567
4520,21291N3_1.0_0.5,22.27972,22.95998,1273.38,0.464964,0.795,296,0.6685354474559592
4521,21310N2_1.0_1.0,19.78738,20.42169,1171.88,0.624202,0.7242,111,0.8422932681329722
4522,21310N2_1.0_1.0,19.78738,20.42169,1171.88,0.624202,0.7242,231,0.5205024542693
4523,21310N2_1.0_1.0,19.78738,20.42169,1171.88,0.624202,0.7242,296,0.3858997445434828
4524,21310N2_1.0_0.5,21.61567,22.27036,1160.83,0.530432,0.7526,111,1.463378375954458
4525,21310N2_1.0_0.5,21.61567,22.27036,1160.83,0.530432,0.7526,231,0.7943137976523945
4526,21310N2_1.0_0.5,21.61567,22.27036,1160.83,0.530432,0.7526,296,0.577876125923676
4527,21311N3_1.0_1.0,24.50113,25.22803,1089.4,0.597911,0.7324,111,0.858037500598844
4528,21311N3_1.0_1.0,24.50113,25.22803,1089.4,0.597911,0.7324,231,0.57200801630986
4529,21311N3_1.0_1.0,24.50113,25.22803,1089.4,0.597911,0.7324,296,0.4445828215540726
4530,21311N3_1.0_0.5,23.61948,24.32105,1084.73,0.50809,0.7598,111,1.5655249158572324
4531,21311N3_1.0_0.5,23.61948,24.32105,1084.73,0.50809,0.7598,231,0.8246248863116834
4532,21311N3_1.0_0.5,23.61948,24.32105,1084.73,0.50809,0.7598,296,0.6166388277912711
4533,21312N2_1.0_1.0,40.85977,41.40246,817.012,0.357528,0.8408,111,1.4946914564512224
4534,21312N2_1.0_1.0,40.85977,41.40246,817.012,0.357528,0.8408,231,0.8514193028454149
4535,21312N2_1.0_1.0,40.85977,41.40246,817.012,0.357528,0.8408,296,0.6269526180679436
4536,21312N2_1.0_0.5,43.44336,43.66694,766.781,0.299908,0.8596,111,2.545320519637198
4537,21312N2_1.0_0.5,43.44336,43.66694,766.781,0.299908,0.8596,231,1.237878090839373
4538,21312N2_1.0_0.5,43.44336,43.66694,766.781,0.299908,0.8596,296,0.923002741393331
4539,21313N3_1.0_1.0,41.06713,41.38987,821.432,0.369008,0.8386,111,1.4446842971263119
4540,21313N3_1.0_1.0,41.06713,41.38987,821.432,0.369008,0.8386,231,0.8460248657712922
4541,21313N3_1.0_1.0,41.06713,41.38987,821.432,0.369008,0.8386,296,0.6385417820864446
4542,21313N3_1.0_0.5,41.35783,41.67256,806.227,0.309538,0.8554,111,2.48868897266117
4543,21313N3_1.0_0.5,41.35783,41.67256,806.227,0.309538,0.8554,231,1.2776390314876112
4544,21313N3_1.0_0.5,41.35783,41.67256,806.227,0.309538,0.8554,296,0.9573947997217152
4545,21314N2_1.0_1.0,26.19032,27.25397,1035.75,0.514003,0.7754,111,1.0833936727892057
4546,21314N2_1.0_1.0,26.19032,27.25397,1035.75,0.514003,0.7754,231,0.6853991080909043
4547,21314N2_1.0_1.0,26.19032,27.25397,1035.75,0.514003,0.7754,296,0.5111807635893632
4548,21314N2_1.0_0.5,26.39979,26.85878,1021.29,0.44216,0.798,111,1.9331728053412611
4549,21314N2_1.0_0.5,26.39979,26.85878,1021.29,0.44216,0.798,231,0.9777108136668907
4550,21314N2_1.0_0.5,26.39979,26.85878,1021.29,0.44216,0.798,296,0.7090901404270809
4551,21315N3_1.0_1.0,25.80843,26.69862,1040.01,0.553437,0.7544,111,1.0029953833121807
4552,21315N3_1.0_1.0,25.80843,26.69862,1040.01,0.553437,0.7544,231,0.6437422419747953
4553,21315N3_1.0_1.0,25.80843,26.69862,1040.01,0.553437,0.7544,296,0.4835415478785124
4554,21315N3_1.0_0.5,25.42036,26.33753,1056.66,0.476083,0.7818,111,1.7590930427344977
4555,21315N3_1.0_0.5,25.42036,26.33753,1056.66,0.476083,0.7818,231,0.9670861819373364
4556,21315N3_1.0_0.5,25.42036,26.33753,1056.66,0.476083,0.7818,296,0.6951852975282196
4557,21320N2_1.0_1.0,18.07174,18.45842,1096.77,0.671827,0.679,111,1.078854443426342
4558,21320N2_1.0_1.0,18.07174,18.45842,1096.77,0.671827,0.679,231,0.5450131572336024
4559,21320N2_1.0_1.0,18.07174,18.45842,1096.77,0.671827,0.679,296,0.4334968260995233
4560,21320N2_1.0_0.5,18.07174,18.45842,1160.27,0.612635,0.6964,111,1.6337021820206223
4561,21320N2_1.0_0.5,18.07174,18.45842,1160.27,0.612635,0.6964,231,0.8165979741729291
4562,21320N2_1.0_0.5,18.07174,18.45842,1160.27,0.612635,0.6964,296,0.6129700008768092
4563,05001N2_2.0_1.0,7.32126,9.02791,1952.17,0.790624,0.6518,111,0.31998590333215055
4564,05001N2_2.0_1.0,7.32126,9.02791,1952.17,0.790624,0.6518,231,0.8224207494737911
4565,05001N2_2.0_1.0,7.32126,9.02791,1952.17,0.790624,0.6518,296,0.8909281988395096
4566,05001N2_2.0_0.5,16.51307,16.94548,1267.16,0.688055,0.7006,111,1.1190180565392356
4567,05001N2_2.0_0.5,16.51307,16.94548,1267.16,0.688055,0.7006,231,1.4034803072865276
4568,05001N2_2.0_0.5,16.51307,16.94548,1267.16,0.688055,0.7006,296,1.0440551432798006
4569,07000N2_2.0_1.0,22.45625,22.60335,1092.05,0.715764,0.7092,111,0.3585473510358829
4570,07000N2_2.0_1.0,22.45625,22.60335,1092.05,0.715764,0.7092,231,0.8290838291373783
4571,07000N2_2.0_1.0,22.45625,22.60335,1092.05,0.715764,0.7092,296,0.8885387355251961
4572,07000N2_2.0_0.5,22.64549,23.13299,1084.01,0.586913,0.7446,111,1.1379434655419491
4573,07000N2_2.0_0.5,22.64549,23.13299,1084.01,0.586913,0.7446,231,1.474154451546546
4574,07000N2_2.0_0.5,22.64549,23.13299,1084.01,0.586913,0.7446,296,1.2063751110294776
4575,07002N2_2.0_1.0,11.56778,11.79766,1179.55,1.05329,0.5604,111,0.0869655950233659
4576,07002N2_2.0_1.0,11.56778,11.79766,1179.55,1.05329,0.5604,231,0.3214658674092058
4577,07002N2_2.0_1.0,11.56778,11.79766,1179.55,1.05329,0.5604,296,0.44257546735969666
4578,07002N2_2.0_0.5,12.54176,12.99009,1256.25,0.878206,0.6104,111,0.34035400237614605
4579,07002N2_2.0_0.5,12.54176,12.99009,1256.25,0.878206,0.6104,231,0.921011449845428
4580,07002N2_2.0_0.5,12.54176,12.99009,1256.25,0.878206,0.6104,296,0.8704742915320974
4581,07010N3_2.0_1.0,5.87921,8.03264,2224.08,0.853977,0.6496,111,0.052015318985354046
4582,07010N3_2.0_1.0,5.87921,8.03264,2224.08,0.853977,0.6496,231,0.29067068650023314
4583,07010N3_2.0_1.0,5.87921,8.03264,2224.08,0.853977,0.6496,296,0.40255367952401383
4584,07010N3_2.0_0.5,6.73915,9.00974,2352.57,0.637832,0.7082,111,0.36751028089112353
4585,07010N3_2.0_0.5,6.73915,9.00974,2352.57,0.637832,0.7082,231,0.9732477313965088
4586,07010N3_2.0_0.5,6.73915,9.00974,2352.57,0.637832,0.7082,296,1.0969497364481928
4587,07011N3_2.0_1.0,6.79233,8.76515,2178.74,0.761522,0.6882,111,0.08158742456844448
4588,07011N3_2.0_1.0,6.79233,8.76515,2178.74,0.761522,0.6882,231,0.40529791621486166
4589,07011N3_2.0_1.0,6.79233,8.76515,2178.74,0.761522,0.6882,296,0.5496067650495886
4590,07011N3_2.0_0.5,7.96498,9.70788,2246.99,0.572322,0.7384,111,0.4752098404380044
4591,07011N3_2.0_0.5,7.96498,9.70788,2246.99,0.572322,0.7384,231,1.2463034082022377
4592,07011N3_2.0_0.5,7.96498,9.70788,2246.99,0.572322,0.7384,296,1.2570224350662504
4593,07012N3_2.0_1.0,14.93931,16.38493,1363.15,0.27923,0.875,111,2.5810425514256727
4594,07012N3_2.0_1.0,14.93931,16.38493,1363.15,0.27923,0.875,231,2.618545173683386
4595,07012N3_2.0_1.0,14.93931,16.38493,1363.15,0.27923,0.875,296,1.8700362191854834
4596,07012N3_2.0_0.5,15.87985,17.5689,1271.17,0.230107,0.8896,111,5.527345312793408
4597,07012N3_2.0_0.5,15.87985,17.5689,1271.17,0.230107,0.8896,231,2.9437563301487732
4598,07012N3_2.0_0.5,15.87985,17.5689,1271.17,0.230107,0.8896,296,2.0380160458417875
4599,07013N3_2.0_1.0,17.27894,27.19302,1243.28,0.26585,0.8858,111,2.7586095774522854
4600,07013N3_2.0_1.0,17.27894,27.19302,1243.28,0.26585,0.8858,231,2.635711273873298
4601,07013N3_2.0_1.0,17.27894,27.19302,1243.28,0.26585,0.8858,296,1.904595026192127
4602,07013N3_2.0_0.5,17.56042,27.19302,1181.07,0.218463,0.8972,111,5.656426134802742
4603,07013N3_2.0_0.5,17.56042,27.19302,1181.07,0.218463,0.8972,231,2.9883577254004763
4604,07013N3_2.0_0.5,17.56042,27.19302,1181.07,0.218463,0.8972,296,2.0712380526678955
4605,08000N3_2.0_1.0,4.56753,8.75378,2156.39,0.835899,0.6484,111,0.12191747485548612
4606,08000N3_2.0_1.0,4.56753,8.75378,2156.39,0.835899,0.6484,231,0.42695491663672697
4607,08000N3_2.0_1.0,4.56753,8.75378,2156.39,0.835899,0.6484,296,0.5769328296722597
4608,08000N3_2.0_0.5,5.43521,9.39777,2268.24,0.677943,0.686,111,0.438769162877643
4609,08000N3_2.0_0.5,5.43521,9.39777,2268.24,0.677943,0.686,231,1.1219700720904209
4610,08000N3_2.0_0.5,5.43521,9.39777,2268.24,0.677943,0.686,296,1.0625724761254514
4611,09000N3_2.0_1.0,6.20069,7.32333,1585.39,1.06705,0.5842,111,0.021859128740202727
4612,09000N3_2.0_1.0,6.20069,7.32333,1585.39,1.06705,0.5842,231,0.15392671399969546
4613,09000N3_2.0_1.0,6.20069,7.32333,1585.39,1.06705,0.5842,296,0.2010372232007965
4614,09000N3_2.0_0.5,7.58711,9.243,1800.21,0.784057,0.6538,111,0.17088769207616877
4615,09000N3_2.0_0.5,7.58711,9.243,1800.21,0.784057,0.6538,231,0.5335139980931765
4616,09000N3_2.0_0.5,7.58711,9.243,1800.21,0.784057,0.6538,296,0.6507746734040171
4617,10010N2_2.0_1.0,9.75805,11.10518,1347.25,0.95819,0.5958,111,0.22087011505354895
4618,10010N2_2.0_1.0,9.75805,11.10518,1347.25,0.95819,0.5958,231,0.7172854133202016
4619,10010N2_2.0_1.0,9.75805,11.10518,1347.25,0.95819,0.5958,296,0.7836105244814141
4620,10010N2_2.0_0.5,11.06818,12.72534,1321.59,0.858832,0.6226,111,0.6973485816965478
4621,10010N2_2.0_0.5,11.06818,12.72534,1321.59,0.858832,0.6226,231,1.143854256880573
4622,10010N2_2.0_0.5,11.06818,12.72534,1321.59,0.858832,0.6226,296,0.8639281466838394
4623,10020N2_2.0_1.0,7.0588,7.67634,742.734,1.31855,0.4478,111,0.0215238981207269
4624,10020N2_2.0_1.0,7.0588,7.67634,742.734,1.31855,0.4478,231,0.07381042996281312
4625,10020N2_2.0_1.0,7.0588,7.67634,742.734,1.31855,0.4478,296,0.09916422575293912
4626,10020N2_2.0_0.5,7.82218,8.95452,1491.22,0.977211,0.5688,111,0.09381893242229354
4627,10020N2_2.0_0.5,7.82218,8.95452,1491.22,0.977211,0.5688,231,0.32513242792133273
4628,10020N2_2.0_0.5,7.82218,8.95452,1491.22,0.977211,0.5688,296,0.436305611014806
4629,11002N2_2.0_1.0,27.00384,27.22203,962.096,0.610163,0.7422,111,0.8712700377887768
4630,11002N2_2.0_1.0,27.00384,27.22203,962.096,0.610163,0.7422,231,1.0737498312302924
4631,11002N2_2.0_1.0,27.00384,27.22203,962.096,0.610163,0.7422,296,0.9086268101557352
4632,11002N2_2.0_0.5,27.01523,27.2536,996.144,0.518624,0.7622,111,1.9407104485111053
4633,11002N2_2.0_0.5,27.01523,27.2536,996.144,0.518624,0.7622,231,1.3321050656985638
4634,11002N2_2.0_0.5,27.01523,27.2536,996.144,0.518624,0.7622,296,1.0009564754445794
4635,11003N2_2.0_1.0,11.50716,12.01872,1471.73,0.704683,0.683,111,0.4060569560290893
4636,11003N2_2.0_1.0,11.50716,12.01872,1471.73,0.704683,0.683,231,0.8972149544460016
4637,11003N2_2.0_1.0,11.50716,12.01872,1471.73,0.704683,0.683,296,0.7908589016734321
4638,11003N2_2.0_0.5,12.26163,12.93396,1741.99,0.598964,0.7092,111,1.1432055013495732
4639,11003N2_2.0_0.5,12.26163,12.93396,1741.99,0.598964,0.7092,231,1.2422511025239353
4640,11003N2_2.0_0.5,12.26163,12.93396,1741.99,0.598964,0.7092,296,0.8765218057156711
4641,11020N2_2.0_1.0,5.23353,6.28372,1020.17,0.991603,0.5492,111,0.050121580673786005
4642,11020N2_2.0_1.0,5.23353,6.28372,1020.17,0.991603,0.5492,231,0.24314431198324657
4643,11020N2_2.0_1.0,5.23353,6.28372,1020.17,0.991603,0.5492,296,0.3210735106571313
4644,11020N2_2.0_0.5,5.79684,8.64402,1883.68,0.805196,0.6224,111,0.3144100394095963
4645,11020N2_2.0_0.5,5.79684,8.64402,1883.68,0.805196,0.6224,231,0.755044221114303
4646,11020N2_2.0_0.5,5.79684,8.64402,1883.68,0.805196,0.6224,296,0.7602045873536936
4647,11030N2_2.0_1.0,11.20408,12.38445,1250.08,0.965097,0.6122,111,0.0802126426687703
4648,11030N2_2.0_1.0,11.20408,12.38445,1250.08,0.965097,0.6122,231,0.28959525611993603
4649,11030N2_2.0_1.0,11.20408,12.38445,1250.08,0.965097,0.6122,296,0.39937588529065976
4650,11030N2_2.0_0.5,12.47415,14.40467,1338.36,0.75862,0.6616,111,0.3388912131492238
4651,11030N2_2.0_0.5,12.47415,14.40467,1338.36,0.75862,0.6616,231,0.8633145108643339
4652,11030N2_2.0_0.5,12.47415,14.40467,1338.36,0.75862,0.6616,296,0.8274142505070986
4653,11031N2_2.0_1.0,26.26796,26.63908,1173.65,0.414935,0.8254,111,1.818264679889076
4654,11031N2_2.0_1.0,26.26796,26.63908,1173.65,0.414935,0.8254,231,1.8385093987767829
4655,11031N2_2.0_1.0,26.26796,26.63908,1173.65,0.414935,0.8254,296,1.3444967305696451
4656,11031N2_2.0_0.5,26.26796,26.63908,1221.19,0.357349,0.839,111,3.466529759161395
4657,11031N2_2.0_0.5,26.26796,26.63908,1221.19,0.357349,0.839,231,2.1518907432544445
4658,11031N2_2.0_0.5,26.26796,26.63908,1221.19,0.357349,0.839,296,1.4968597600863132
4659,11040N2_2.0_1.0,29.69402,30.18201,1008.73,0.516874,0.779,111,0.9832283312102084
4660,11040N2_2.0_1.0,29.69402,30.18201,1008.73,0.516874,0.779,231,1.3329767300069473
4661,11040N2_2.0_1.0,29.69402,30.18201,1008.73,0.516874,0.779,296,1.1986130246820026
4662,11040N2_2.0_0.5,30.44027,30.78588,983.252,0.430692,0.8058,111,2.308915840780521
4663,11040N2_2.0_0.5,30.44027,30.78588,983.252,0.430692,0.8058,231,1.7931741213743972
4664,11040N2_2.0_0.5,30.44027,30.78588,983.252,0.430692,0.8058,296,1.3307830253381734
4665,12000N2_2.0_1.0,4.23047,5.46797,1044.16,1.1203,0.5142,111,0.0458738332560646
4666,12000N2_2.0_1.0,4.23047,5.46797,1044.16,1.1203,0.5142,231,0.23631373170148168
4667,12000N2_2.0_1.0,4.23047,5.46797,1044.16,1.1203,0.5142,296,0.30056917870487465
4668,12000N2_2.0_0.5,6.23783,7.9394,1738.96,0.930708,0.587,111,0.22871329315875322
4669,12000N2_2.0_0.5,6.23783,7.9394,1738.96,0.930708,0.587,231,0.6874710627521071
4670,12000N2_2.0_0.5,6.23783,7.9394,1738.96,0.930708,0.587,296,0.7092944438974959
4671,12010N2_2.0_1.0,18.54093,18.93879,1048.01,0.877978,0.6298,111,0.22487310914850964
4672,12010N2_2.0_1.0,18.54093,18.93879,1048.01,0.877978,0.6298,231,0.654433773601671
4673,12010N2_2.0_1.0,18.54093,18.93879,1048.01,0.877978,0.6298,296,0.722859299464279
4674,12010N2_2.0_0.5,18.42027,18.87189,1124.45,0.738247,0.6606,111,0.7654998797749026
4675,12010N2_2.0_0.5,18.42027,18.87189,1124.45,0.738247,0.6606,231,1.126046203577768
4676,12010N2_2.0_0.5,18.42027,18.87189,1124.45,0.738247,0.6606,296,0.9192930208760313
4677,12011N2_2.0_1.0,18.30675,18.73356,1038.29,0.919322,0.6284,111,0.22252558429181005
4678,12011N2_2.0_1.0,18.30675,18.73356,1038.29,0.919322,0.6284,231,0.6375229343375125
4679,12011N2_2.0_1.0,18.30675,18.73356,1038.29,0.919322,0.6284,296,0.7015751520119086
4680,12011N2_2.0_0.5,18.61843,19.01715,1126.69,0.779505,0.6664,111,0.7571714622837104
4681,12011N2_2.0_0.5,18.61843,19.01715,1126.69,0.779505,0.6664,231,1.1034374126519517
4682,12011N2_2.0_0.5,18.61843,19.01715,1126.69,0.779505,0.6664,296,0.9014407380794585
4683,12012N2_2.0_1.0,18.25058,18.79921,1043.21,0.922013,0.6236,111,0.2183258861210845
4684,12012N2_2.0_1.0,18.25058,18.79921,1043.21,0.922013,0.6236,231,0.638423483707467
4685,12012N2_2.0_1.0,18.25058,18.79921,1043.21,0.922013,0.6236,296,0.7054708080256095
4686,12012N2_2.0_0.5,18.53154,18.9925,1107.16,0.781606,0.6634,111,0.7772108689630043
4687,12012N2_2.0_0.5,18.53154,18.9925,1107.16,0.781606,0.6634,231,1.0489005988298945
4688,12012N2_2.0_0.5,18.53154,18.9925,1107.16,0.781606,0.6634,296,0.8768642754009018
4689,12022N2_2.0_1.0,20.23415,20.71943,1251.83,0.720061,0.7098,111,0.4794965559731704
4690,12022N2_2.0_1.0,20.23415,20.71943,1251.83,0.720061,0.7098,231,1.0354204114523866
4691,12022N2_2.0_1.0,20.23415,20.71943,1251.83,0.720061,0.7098,296,1.0136389698444344
4692,12022N2_2.0_0.5,21.52756,21.96003,1168.65,0.62084,0.7352,111,1.4220947475499623
4693,12022N2_2.0_0.5,21.52756,21.96003,1168.65,0.62084,0.7352,231,1.489306026249359
4694,12022N2_2.0_0.5,21.52756,21.96003,1168.65,0.62084,0.7352,296,1.116424124856209
4695,12023N2_2.0_1.0,24.01867,24.52262,1050.2,0.735993,0.71,111,0.7481980114731275
4696,12023N2_2.0_1.0,24.01867,24.52262,1050.2,0.735993,0.71,231,1.157000668413906
4697,12023N2_2.0_1.0,24.01867,24.52262,1050.2,0.735993,0.71,296,0.9992207579117807
4698,12023N2_2.0_0.5,24.03637,24.55261,1020.57,0.656409,0.7348,111,1.7410825434824333
4699,12023N2_2.0_0.5,24.03637,24.55261,1020.57,0.656409,0.7348,231,1.374552450955667
4700,12023N2_2.0_0.5,24.03637,24.55261,1020.57,0.656409,0.7348,296,1.010419163439732
4701,12024N2_2.0_1.0,23.53124,24.22032,1118.02,0.696222,0.7182,111,0.43206125513185445
4702,12024N2_2.0_1.0,23.53124,24.22032,1118.02,0.696222,0.7182,231,0.9117900656590385
4703,12024N2_2.0_1.0,23.53124,24.22032,1118.02,0.696222,0.7182,296,0.9372124552424711
4704,12024N2_2.0_0.5,23.99845,24.44534,1096.66,0.579642,0.7552,111,1.318872856716923
4705,12024N2_2.0_0.5,23.99845,24.44534,1096.66,0.579642,0.7552,231,1.4642713065555972
4706,12024N2_2.0_0.5,23.99845,24.44534,1096.66,0.579642,0.7552,296,1.1571468148518034
4707,12040N2_2.0_1.0,7.55588,8.33546,1835.01,0.85027,0.6046,111,0.25421317957046585
4708,12040N2_2.0_1.0,7.55588,8.33546,1835.01,0.85027,0.6046,231,0.6781069369101388
4709,12040N2_2.0_1.0,7.55588,8.33546,1835.01,0.85027,0.6046,296,0.7528454809470451
4710,12040N2_2.0_0.5,8.15975,9.50884,1764.13,0.746893,0.6492,111,0.8067050258776347
4711,12040N2_2.0_0.5,8.15975,9.50884,1764.13,0.746893,0.6492,231,1.2026195618438493
4712,12040N2_2.0_0.5,8.15975,9.50884,1764.13,0.746893,0.6492,296,0.9317882887372257
4713,12050N2_2.0_0.5,3.33405,5.28805,542.537,1.18855,0.4288,111,0.04245672870548689
4714,12050N2_2.0_0.5,3.33405,5.28805,542.537,1.18855,0.4288,231,0.14553331854389753
4715,12050N2_2.0_0.5,3.33405,5.28805,542.537,1.18855,0.4288,296,0.18840412114759877
4716,12060N2_2.0_1.0,11.08478,11.57448,1336.21,1.01748,0.588,111,0.2197339546138242
4717,12060N2_2.0_1.0,11.08478,11.57448,1336.21,1.01748,0.588,231,0.693338906693162
4718,12060N2_2.0_1.0,11.08478,11.57448,1336.21,1.01748,0.588,296,0.7617433571185437
4719,12060N2_2.0_0.5,12.09932,12.93623,1313.22,0.917993,0.6158,111,0.6969443109123565
4720,12060N2_2.0_0.5,12.09932,12.93623,1313.22,0.917993,0.6158,231,1.076573191126883
4721,12060N2_2.0_0.5,12.09932,12.93623,1313.22,0.917993,0.6158,296,0.8275816609964954
4722,12061N2_2.0_1.0,10.50991,11.05595,1348.71,1.0189,0.5874,111,0.2211609810602992
4723,12061N2_2.0_1.0,10.50991,11.05595,1348.71,1.0189,0.5874,231,0.6877019074935529
4724,12061N2_2.0_1.0,10.50991,11.05595,1348.71,1.0189,0.5874,296,0.7585661262718697
4725,12061N2_2.0_0.5,12.25299,12.73494,1308.82,0.919106,0.6186,111,0.7149136384458639
4726,12061N2_2.0_0.5,12.25299,12.73494,1308.82,0.919106,0.6186,231,1.0451059084861156
4727,12061N2_2.0_0.5,12.25299,12.73494,1308.82,0.919106,0.6186,296,0.8156919272295599
4728,12062N2_2.0_1.0,10.31001,10.93037,1350.07,1.04503,0.5686,111,0.2083858436037795
4729,12062N2_2.0_1.0,10.31001,10.93037,1350.07,1.04503,0.5686,231,0.6479297835289198
4730,12062N2_2.0_1.0,10.31001,10.93037,1350.07,1.04503,0.5686,296,0.7302847773760056
4731,12062N2_2.0_0.5,12.6266,13.81264,1314.88,0.942253,0.5978,111,0.671602559564855
4732,12062N2_2.0_0.5,12.6266,13.81264,1314.88,0.942253,0.5978,231,1.006541485900303
4733,12062N2_2.0_0.5,12.6266,13.81264,1314.88,0.942253,0.5978,296,0.7982478591380592
4734,13010N2_2.0_1.0,13.6572,14.20619,1275.52,0.702394,0.6746,111,0.7817931716158152
4735,13010N2_2.0_1.0,13.6572,14.20619,1275.52,0.702394,0.6746,231,1.2561670570346752
4736,13010N2_2.0_1.0,13.6572,14.20619,1275.52,0.702394,0.6746,296,0.9904378506196218
4737,13010N2_2.0_0.5,14.5466,15.50885,1196.12,0.640763,0.7006,111,1.946163672497693
4738,13010N2_2.0_0.5,14.5466,15.50885,1196.12,0.640763,0.7006,231,1.3174426886733819
4739,13010N2_2.0_0.5,14.5466,15.50885,1196.12,0.640763,0.7006,296,0.9372097718564923
4740,13012N2_2.0_1.0,15.70998,16.60927,1089.79,0.644611,0.7198,111,0.6778607362714695
4741,13012N2_2.0_1.0,15.70998,16.60927,1089.79,0.644611,0.7198,231,1.172671305560939
4742,13012N2_2.0_1.0,15.70998,16.60927,1089.79,0.644611,0.7198,296,1.0420851933495374
4743,13012N2_2.0_0.5,16.52225,17.15415,1094.32,0.557492,0.7434,111,1.828818705193473
4744,13012N2_2.0_0.5,16.52225,17.15415,1094.32,0.557492,0.7434,231,1.5639893637062676
4745,13012N2_2.0_0.5,16.52225,17.15415,1094.32,0.557492,0.7434,296,1.1334362841359618
4746,13020N2_2.0_1.0,13.04903,13.95313,1466.0,0.364912,0.8452,111,2.3623258192350187
4747,13020N2_2.0_1.0,13.04903,13.95313,1466.0,0.364912,0.8452,231,2.172496359258695
4748,13020N2_2.0_1.0,13.04903,13.95313,1466.0,0.364912,0.8452,296,1.5334943010658293
4749,13020N2_2.0_0.5,13.28095,14.7509,1420.21,0.319457,0.8492,111,4.434074046105311
4750,13020N2_2.0_0.5,13.28095,14.7509,1420.21,0.319457,0.8492,231,2.483553440543599
4751,13020N2_2.0_0.5,13.28095,14.7509,1420.21,0.319457,0.8492,296,1.7011933919080924
4752,13040N3_2.0_0.5,3.36662,4.37155,54.2075,1.61595,0.3452,111,0.02433755899031855
4753,13040N3_2.0_0.5,3.36662,4.37155,54.2075,1.61595,0.3452,231,0.04423096865703549
4754,13040N3_2.0_0.5,3.36662,4.37155,54.2075,1.61595,0.3452,296,0.05590116162274467
4755,13060N2_2.0_1.0,8.3418,9.76085,1381.7,1.14508,0.541,111,0.028725550056748757
4756,13060N2_2.0_1.0,8.3418,9.76085,1381.7,1.14508,0.541,231,0.1893646619175915
4757,13060N2_2.0_1.0,8.3418,9.76085,1381.7,1.14508,0.541,296,0.25622690691372013
4758,13060N2_2.0_0.5,7.95806,10.16699,1472.9,0.907137,0.5942,111,0.21759890460508502
